ASV,kingdom,phylum,class,order,family,genus
ASV_6891,Bacteria,Firmicutes,Clostridia,<not present>,<not present>,<not present>
ASV_6892,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,<not present>
ASV_6893,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae UCG-006
ASV_6894,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_6895,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_6896,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_6897,Bacteria,Firmicutes,Clostridia,Eubacteriales,Alkalibacteraceae,Alkalibacter
ASV_6898,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum
ASV_6899,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,<not present>
ASV_69,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus
ASV_690,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>
ASV_6900,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Pelagibacterium
ASV_6901,Bacteria,Actinobacteriota,Actinobacteria,<not present>,<not present>,<not present>
ASV_6902,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus
ASV_6903,Bacteria,Firmicutes,<not present>,<not present>,<not present>,<not present>
ASV_6904,Bacteria,Firmicutes,Bacilli,Bacillales,Salisediminibacteriaceae,<not present>
ASV_6905,Bacteria,<not present>,<not present>,<not present>,<not present>,<not present>
ASV_6906,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermacoccaceae,<not present>
ASV_6907,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,<not present>,<not present>
ASV_6908,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,<not present>
ASV_6909,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,<not present>
ASV_691,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1
ASV_6910,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Tepidimicrobium
ASV_6911,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Microlunatus
ASV_6912,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,<not present>
ASV_6913,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,<not present>
ASV_6914,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,<not present>
ASV_6915,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Yaniella
ASV_6916,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,<not present>
ASV_6917,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Sedimentibacteraceae,Sedimentibacter
ASV_6918,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter
ASV_6919,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,<not present>,<not present>
ASV_692,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>
ASV_6920,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Pseudogracilibacillus
ASV_6921,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter
ASV_6922,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Colidextribacter
ASV_6923,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
ASV_6924,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,<not present>
ASV_6925,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta 2
ASV_6926,Bacteria,Firmicutes,Clostridia,Clostridiales,Oxobacteraceae,Oxobacter
ASV_6927,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Peptoniphilus
ASV_6928,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,IMCC26207
ASV_6929,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] fissicatena group
ASV_693,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,<not present>,<not present>
ASV_6930,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>
ASV_6931,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Tissierella
ASV_6932,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,<not present>
ASV_6933,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
ASV_6934,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,<not present>
ASV_6935,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium] coprostanoligenes group,<not present>
ASV_6936,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NC2004 group
ASV_6937,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides
ASV_6938,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus
ASV_6939,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum
ASV_694,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_6940,Bacteria,<not present>,<not present>,<not present>,<not present>,<not present>
ASV_6941,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Tissierella
ASV_6942,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Cellulomonadaceae,Pseudactinotalea
ASV_6943,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Sedimentibacteraceae,Sedimentibacter
ASV_6944,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,<not present>,<not present>
ASV_6945,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
ASV_6946,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_6947,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV_6948,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Thermomonosporaceae,<not present>
ASV_6949,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_695,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,<not present>,<not present>
ASV_6950,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter
ASV_6951,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Candidatus Arthromitus
ASV_6952,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
ASV_6953,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,<not present>
ASV_6954,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Pseudogracilibacillus
ASV_6955,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Allofustis
ASV_6956,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,<not present>
ASV_6957,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>
ASV_6958,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_6959,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptoclostridium
ASV_696,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Terrisporobacter
ASV_6960,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,<not present>
ASV_6961,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella
ASV_6962,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 4
ASV_6963,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Acetobacterium
ASV_6964,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
ASV_6965,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] ruminantium group
ASV_6966,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,<not present>
ASV_6967,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,<not present>
ASV_6968,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis
ASV_6969,Bacteria,Patescibacteria,Parcubacteria,<not present>,<not present>,<not present>
ASV_697,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Tissierella
ASV_6970,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium
ASV_6971,Bacteria,<not present>,<not present>,<not present>,<not present>,<not present>
ASV_6972,Bacteria,<not present>,<not present>,<not present>,<not present>,<not present>
ASV_6973,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,<not present>
ASV_6974,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,<not present>
ASV_6975,Bacteria,Firmicutes,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfosporosinus
ASV_6976,Bacteria,Firmicutes,Bacilli,Bacillales,Marinococcaceae,Natribacillus
ASV_6977,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter
ASV_6978,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Saccharibacillus
ASV_6979,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Savagea
ASV_698,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Peptoniphilus
ASV_6980,Bacteria,Firmicutes,Bacilli,<not present>,<not present>,<not present>
ASV_6981,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Schlesneria
ASV_6982,Bacteria,Firmicutes,Bacilli,<not present>,<not present>,<not present>
ASV_6983,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,<not present>
ASV_6984,Bacteria,Firmicutes,Bacilli,Bacillales,<not present>,<not present>
ASV_6985,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,<not present>
ASV_6986,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae RC9 gut group
ASV_6987,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,<not present>
ASV_6988,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Succinivibrionaceae,<not present>
ASV_6989,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,<not present>
ASV_699,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1
ASV_6990,Bacteria,Patescibacteria,Parcubacteria,<not present>,<not present>,<not present>
ASV_6991,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Proteiniboraceae,Proteiniborus
ASV_6992,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_6993,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Tepidimicrobium
ASV_6994,Bacteria,Firmicutes,Clostridia,Gracilibacteraceae,Lutispora,<not present>
ASV_6995,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
ASV_6996,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_6997,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,<not present>,<not present>
ASV_6998,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV_6999,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group
ASV_7,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Turicibacter
ASV_70,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillibacter
ASV_700,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus
ASV_7000,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_7001,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group
ASV_7002,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,<not present>
ASV_7003,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Turicibacter
ASV_7004,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia
ASV_7005,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
ASV_7006,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus
ASV_7007,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
ASV_7008,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_7009,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Acetobacterium
ASV_701,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc
ASV_7010,Bacteria,Patescibacteria,Parcubacteria,<not present>,<not present>,<not present>
ASV_7011,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Peptoniphilus
ASV_7012,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Anaerosinus
ASV_7013,Bacteria,Patescibacteria,Parcubacteria,Candidatus Zambryskibacteria,<not present>,<not present>
ASV_7014,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia
ASV_7015,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,<not present>,<not present>
ASV_7016,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Kaistiaceae,Kaistia
ASV_7017,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_7018,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter
ASV_7019,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,<not present>
ASV_702,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium
ASV_7020,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora
ASV_7021,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium
ASV_7022,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Bogoriellaceae,Bogoriella
ASV_7023,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,<not present>
ASV_7024,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,<not present>,<not present>
ASV_7025,Bacteria,Proteobacteria,<not present>,<not present>,<not present>,<not present>
ASV_7026,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillibacter
ASV_7027,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia
ASV_7028,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,<not present>,<not present>
ASV_7029,Bacteria,Actinobacteriota,<not present>,<not present>,<not present>,<not present>
ASV_703,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>
ASV_7030,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Nakamurellaceae,Nakamurella
ASV_7031,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7a
ASV_7032,Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales,<not present>,<not present>
ASV_7033,Bacteria,Firmicutes,Bacilli,Lactobacillales,<not present>,<not present>
ASV_7034,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_7035,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_7036,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_7037,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,<not present>
ASV_7038,Bacteria,Firmicutes,Clostridia,<not present>,<not present>,<not present>
ASV_7039,Bacteria,Firmicutes,Clostridia,<not present>,<not present>,<not present>
ASV_704,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,<not present>,<not present>
ASV_7040,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,<not present>
ASV_7041,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,<not present>
ASV_7042,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix
ASV_7043,Bacteria,Proteobacteria,<not present>,<not present>,<not present>,<not present>
ASV_7044,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,<not present>
ASV_7045,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,<not present>
ASV_7046,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
ASV_7047,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Butyricimonas
ASV_7048,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus Paracaedibacter
ASV_7049,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,<not present>
ASV_705,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium
ASV_7050,Bacteria,Acidobacteriota,Blastocatellia,11-24,<not present>,<not present>
ASV_7051,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Marinilutecoccus
ASV_7052,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Caproiciproducens
ASV_7053,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus
ASV_7054,Bacteria,Firmicutes,Clostridia,<not present>,<not present>,<not present>
ASV_7055,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,<not present>
ASV_7056,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Fructobacillus
ASV_7057,Bacteria,<not present>,<not present>,<not present>,<not present>,<not present>
ASV_7058,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,<not present>
ASV_7059,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
ASV_706,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_7060,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,<not present>,<not present>
ASV_7061,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,<not present>
ASV_7062,Bacteria,Firmicutes,Limnochordia,Hydrogenispora,<not present>,<not present>
ASV_7063,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces
ASV_7064,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Belnapia
ASV_7065,Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,Kineococcus
ASV_7066,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005
ASV_7067,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae R-7 group
ASV_7068,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter
ASV_7069,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter
ASV_707,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus
ASV_7070,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,<not present>
ASV_7071,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Dorea
ASV_7072,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>
ASV_7073,Bacteria,Patescibacteria,Parcubacteria,Candidatus Zambryskibacteria,<not present>,<not present>
ASV_7074,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,<not present>,<not present>
ASV_7075,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,<not present>
ASV_7076,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus
ASV_7077,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV_7078,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>
ASV_7079,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium
ASV_708,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 3
ASV_7080,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,<not present>
ASV_7081,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Cellulosilyticum
ASV_7082,Bacteria,Firmicutes,Thermoanaerobacteria,Thermoanaerobacterales,Thermoanaerobacteraceae,Caldanaerobacter
ASV_7083,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia
ASV_7084,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,<not present>
ASV_7085,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,<not present>,<not present>
ASV_7086,Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,<not present>
ASV_7087,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>
ASV_7088,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,<not present>
ASV_7089,Bacteria,Firmicutes,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfosporosinus
ASV_709,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Anaerosporobacter
ASV_7090,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,<not present>
ASV_7091,Bacteria,Dependentiae,Babeliae,Babeliales,<not present>,<not present>
ASV_7092,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,<not present>,<not present>
